name,age,"      Narrated 'Umar bin Al-Khattab:                          I heard Allah's Apostle saying, ""The reward of deeds depends upon the      intentions and every person will get the reward according to what he      has intended. So whoever emigrated for worldly benefits or for a woman     to marry, his emigration was for what he emigrated for."""
Sarah,30," Narrated `Abdullah bin Ka`b bin Malik Al-Ansari from Ka`b bin Malik:                     That `Abdullah bin Abi Hadrad Al-Aslami owed him some debt. Ka`b met him and caught hold of him and they started talking and their voices grew loudest. The Prophet passed by them and addressed Ka`b, pointing out to him to reduce the debt to one half. So, Ka`b got one half of the debt and exempted the debtor from the other half."
Sarah,30," Narrated Khabbab:                     I was a blacksmith In the Pre-Islamic period of ignorance, and 'Asi bin Wail owed me some money. I went to him to demand it, but he said to me, ""I will not pay you unless you reject faith in Muhammad."" I replied, ""By Allah, I will never disbelieve Muhammad till Allah let you die and then resurrect you."" He said, ""Then wait till I die and come to life again, for then I will be given property and offspring and will pay your right."" So, thus revelation came: ""Have you seen him who disbelieved in Our signs and yet says, 'I will be given property and offspring?' "" (19.77)"
Sarah,30," Narrated Ubai bin Ka`b:                     I found a purse containing one hundred Diners. So I went to the Prophet (and informed him about it), he said, ""Make public announcement about it for one year"" I did so, but nobody turned up to claim it, so I again went to the Prophet who said, ""Make public announcement for another year."" I did, but none turned up to claim it. I went to him for the third time and he said, ""Keep the container and the string which is used for its tying and count the money it contains and if its owner comes, give it to him; otherwise, utilize it."" The sub-narrator Salama said, ""I met him (Suwaid, another sub-narrator) in Mecca and he said, 'I don't know whether Ubai made the announcement for three years or just one year.' """
Sarah,30," Narrated Zaid bin Khalid Al-Juhani:                     A bedouin went to the Prophet and asked him about picking up a lost thing. The Prophet said, ""Make public announcement about it for one year. Remember the description of its container and the string with which it is tied; and if somebody comes and claims it and describes it correctly, (give it to him); otherwise, utilize it."" He said, ""O Allah's Apostle! What about a lost sheep?"" The Prophet said, ""It is for you, for your brother (i.e. its owner), or for the wolf."" He further asked, ""What about a lost camel?"" On that the face of the Prophet became red (with anger) and said, ""You have nothing to do with it, as it has its feet, its water reserve and can reach places of water and drink, and eat trees."""
Sarah,30," Narrated Sulaiman bin Bilal from Yahya:                     Yazid Maula Al-Munba'ith heard Zaid bin Khalid al-Juham saying, ""The Prophet was asked about Luqata. He said, 'Remember the description of its container and the string it is tied with, and announce it publicly for one year.' "" Yazid added, ""If nobody claims then the person who has found it can spend it, and it is regarded as a trust entrusted to him."" Yahya said, ""I do not know whether the last sentences were said by the Prophet or by Yazid."" Zaid further said, ""The Prophet was asked, 'What about a lost sheep?' The Prophet said, 'Take it, for it is for you or for your brother (i.e. its owner) or for the wolf."" Yazid added that it should also be announced publicly. The man then asked the Prophet about a lost camel. The Prophet said, ""Leave it, as it has its feet, water container (reservoir), and it will reach a place of water and eat trees till its owner finds it."""
Sarah,30," Narrated Zaid bin Khalid:                     A man came and asked Allah's Apostle about picking a lost thing. The Prophet said, ""Remember the description of its container and the string it is tied with, and make public announcement about it for one year. If the owner shows up, give it to him; otherwise, do whatever you like with it."" He then asked, ""What about a lost sheep?"" The Prophet said, ""It is for you, for your brother (i.e. its owner), or for the wolf."" He further asked, ""What about a lost camel?"" The Prophet said, ""It is none of your concern. It has its water-container (reservoir) and its feet, and it will reach water and drink it and eat the trees till its owner finds it."""
Sarah,30," Narrated 'Abdur-Rahman bin Hurmuz:                      Abu Hurairah (ra) said, ""Allah's Messenger () mentioned an Israeli man."" Abu Hurairah then told the whole narration). (At the end of the narration it was mentioned that the creditor) went out to the sea, hoping that a boat might have brought his money. Suddenly he saw a piece of wood and he took it to his house to use as firewood. When he sawed it, he found his money and a letter in it. [See hadith No. 2291 for details]"
Sarah,30," Narrated Anas:                     The Prophet passed a date fallen on the way and said, ""Were I not afraid that it may be from a Sadaqa (charitable gifts), I would have eaten it."""
Sarah,30," Narrated Abu Huraira:                      The Prophet said, ""Sometimes when I return home and find a date fallen on my bed, I pick it up in order to eat it, but I fear that it might be from a Sadaqa, so I throw it."""
Sarah,30," Narrated Ibn 'Abbas (ra):                      Allah's Messenger () also said, ""It (i.e., Makkah's) thorny bushes should not be uprooted and its game should not be chased, and picking up its fallen things is illegal except by  him who makes public announcement about it, and its grass should not be cut."" 'Abbas said, ""O Allah's Messenger ! Except Idhkhir (a kind of grass)."" The Prophet () said, ""Except Idhkhir."""
Sarah,30," Narrated Abu Huraira:                     When Allah gave victory to His Apostle over the people of Mecca, Allah's Apostle stood up among the people and after glorifying Allah, said, ""Allah has prohibited fighting in Mecca and has given authority to His Apostle and the believers over it, so fighting was illegal for anyone before me, and was made legal for me for a part of a day, and it will not be legal for anyone after me. Its game should not be chased, its thorny bushes should not be uprooted, and picking up its fallen things is not allowed except for one who makes public announcement for it, and he whose relative is murdered has the option either to accept a compensation for it or to retaliate."" Al-`Abbas said, ""Except Al-Idhkhir, for we use it in our graves and houses."" Allah's Apostle said, ""Except Al-Idhkhir."" Abu Shah, a Yemenite, stood up and said, ""O Allah's Apostle! Get it written for me."" Allah's Apostle said, ""Write it for Abu Shah."" (The sub-narrator asked Al-Auza'i): What did he mean by saying, ""Get it written, O Allah's Apostle?"" He replied, ""The speech which he had heard from Allah's Apostle ."""
Sarah,30," Narrated Ibn `Umar:                     Allah's Apostle said, ""An animal should not be milked without the permission of its owner. Does any of you like that somebody comes to his store and breaks his container and takes away his food? The udders of the animals are the stores of their owners where their provision is kept, so nobody should milk the animals of somebody else, without the permission of its owner."""
Sarah,30," Narrated Zaid bin Khalid Al-Juhani:                     A man asked Allah's Apostle about the Luqata. He said, ""Make public announcement of it for one year, then remember the description of its container and the string it is tied with, utilize the money, and if its owner comes back after that, give it to him."" The people asked, ""O Allah's Apostle! What about a lost sheep?"" Allah's Apostle said, ""Take it, for it is for you, for your brother, or for the wolf."" The man asked, ""O Allah's Apostle! What about a lost camel?"" Allah's Apostle got angry and his cheeks or face became red, and said, ""You have no concern with it as it has its feet, and its watercontainer, till its owner finds it."""
Sarah,30," Narrated Suwaid bin Ghafala:                     While I as in the company of Salman bin Rabi`a and Suhan, in one of the holy battles, I found a whip. One of them told me to drop it but I refused to do so and said that I would give it to its owner if I found him, otherwise I would utilize it. On our return we performed Hajj and on passing by Medina, I asked Ubai bin Ka`b about it. He said, ""I found a bag containing a hundred Dinars in the lifetime of the Prophet and took it to the Prophet who said to me, 'Make public announcement about it for one year.' So, I announced it for one year and went to the Prophet who said, 'Announce it publicly for another year.' So, I announced it for another year. I went to him again and he said, ""Announce for an other year."" So I announced for still another year. I went to the Prophet for the fourth time, and he said, 'Remember the amount of money, the description of its container and the string it is tied with, and if the owner comes, give it to him; otherwise, utilize it.' """
Sarah,30," Narrated Salama:                     the above narration (Hadith 616) from Ubai bin Ka`b: adding, ""I met the sub-narrator at Mecca later on, but he did not remember whether Ka`b had announced what he had found one year or three years."""
Sarah,30," Narrated Zaid bin Khalid:                     A bedouin asked the Prophet about the Luqata. The Prophet said, ""Make public announcement about it for one year and if then somebody comes and describes the container of the Luqata and the string it was tied with, (give it to him); otherwise, spend it."" He then asked the Prophet about a lost camel. The face of the Prophet become red and he said, ""You have o concern with it as it has its water reservoir and feet and it will reach water and drink and eat trees. Leave it till its owner finds it."" He then asked the Prophet about a lost sheep. The Prophet said, ""It is for you, for your brother, or for the wolf."""
Sarah,30," Narrated Abu Bakr:                     While I was on my way, all of a sudden I saw a shepherd driving his sheep, I asked him whose servant he was. He replied that he was the servant of a man from Quraish, and then he mentioned his name and I recognized him. I asked, ""Do your sheep have some milk?"" He replied in the affirmative. I said, ""Are you going to milk for me?"" He replied in the affirmative. I ordered him and he tied the legs of one of the sheep. Then I told him to clean the udder (teats) of dust and to remove dust off his hands. He removed the dust off his hands by clapping his hands. He then milked a little milk. I put the milk for Allah's Apostle in a pot and closed its mouth with a piece of cloth and poured water over it till it became cold. I took it to the Prophet and said, ""Drink, O Allah's Apostle!"" He drank it till I was pleased."
Sarah,30," Narrated Abu Sa`id Al-Khudri:                     Allah's Apostle said, ""When the believers pass safely over (the bridge across) Hell, they will be stopped at a bridge in between Hell and Paradise where they will retaliate upon each other for the injustices done among them in the world, and when they get purified of all their sins, they will be admitted into Paradise. By Him in Whose Hands the life of Muhammad is everybody will recognize his dwelling in Paradise better than he recognizes his dwelling in this world."""
Sarah,30," Narrated Safwan bin Muhriz Al-Mazini:                     While I was walking with Ibn `Umar holding his hand, a man came in front of us and asked, ""What have you heard from Allah's Apostle about An-Najwa?"" Ibn `Umar said, ""I heard Allah's Apostle saying, 'Allah will bring a believer near Him and shelter him with His Screen and ask him: Did you commit such-and-such sins? He will say: Yes, my Lord. Allah will keep on asking him till he will confess all his sins and will think that he is ruined. Allah will say: 'I did screen your sins in the world and I forgive them for you today', and then he will be given the book of his good deeds. Regarding infidels and hypocrites (their evil acts will be exposed publicly) and the witnesses will say: These are the people who lied against their Lord. Behold! The Curse of Allah is upon the wrongdoers."" (11.18)"
Sarah,30," Narrated `Abdullah bin `Umar:                     Allah's Apostle said, ""A Muslim is a brother of another Muslim, so he should not oppress him, nor should he hand him over to an oppressor. Whoever fulfilled the needs of his brother, Allah will fulfill his needs; whoever brought his (Muslim) brother out of a discomfort, Allah will bring him out of the discomforts of the Day of Resurrection, and whoever screened a Muslim, Allah will screen him on the Day of Resurrection . """
Sarah,30," Narrated Anas bin Malik:                     Allah's Apostle said, ""Help your brother, whether he is an oppressor or he is an oppressed one."""
Sarah,30," Narrated Anas:                     Allah's Apostle said, ""Help your brother, whether he is an oppressor or he is an oppressed one. People asked, ""O Allah's Apostle! It is all right to help him if he is oppressed, but how should we help him if he is an oppressor?"" The Prophet said, ""By preventing him from oppressing others."""
Sarah,30," Narrated Muawiya bin Suwaid:                     I heard Al-Bara' bin `Azib saying, ""The Prophet orders us to do seven things and prohibited us from doing seven other things."" Then Al-Bara' mentioned the following:-- (1) To pay a visit to the sick (inquiring about his health), (2) to follow funeral processions, (3) to say to a sneezer, ""May Allah be merciful to you"" (if he says, ""Praise be to Allah!""), (4) to return greetings, (5) to help the oppressed, (6) to accept invitations, (7) to help others to fulfill their oaths. (See Hadith No. 753, Vol. 7)"
Sarah,30," Narrated Abu Musa:                     The Prophet said, ""A believer to another believer is like a building whose different parts enforce each other."" The Prophet then clasped his hands with the fingers interlaced (while saying that)."
Sarah,30," Narrated Ibn `Umar:                     The Prophet said, ""Oppression will be a darkness on the Day of Resurrection."""
Sarah,30," Narrated Ibn `Abbas:                     The Prophet sent Mu`adh to Yemen and said, ""Be afraid, from the curse of the oppressed as there is no screen between his invocation and Allah."""
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""Whoever has oppressed another person concerning his reputation or anything else, he should beg him to forgive him before the Day of Resurrection when there will be no money (to compensate for wrong deeds), but if he has good deeds, those good deeds will be taken from him according to his oppression which he has done, and if he has no good deeds, the sins of the oppressed person will be loaded on him."""
Sarah,30," Narrated Aisha:                     Regarding the explanation of the following verse:-- ""If a wife fears Cruelty or desertion On her husband's part."" (4.128) A man may dislike his wife and intend to divorce her, so she says to him, ""I give up my rights, so do not divorce me."" The above verse was revealed concerning such a case."
Sarah,30," Narrated Sahl bin Sa`d As-Sa`idi:                     A drink (milk mixed with water) was brought to Allah's Apostle who drank some of it. A boy was sitting to his right, and some old men to his left. Allah's Apostle said to the boy, ""Do you allow me to give the rest of the drink to these people?"" The boy said, ""O Allah's Apostle! I will not give preference to anyone over me to drink the rest of it from which you have drunk."" Allah's Apostle then handed the bowl (of drink) to the boy. (See Hadith No. 541)."
Sarah,30," Narrated Sa`id bin Zaid:                     Allah's Apostle said, ""Whoever usurps the land of somebody unjustly, his neck will be encircled with it down the seven earths (on the Day of Resurrection). """
Sarah,30," Narrated Abu Salama:                     That there was a dispute between him and some people (about a piece of land). When he told `Aisha about it, she said, ""O Abu Salama! Avoid taking the land unjustly, for the Prophet said, 'Whoever usurps even one span of the land of somebody, his neck will be encircled with it down the seven earths."""
Sarah,30," Narrated Salim's father (i.e. `Abdullah):                     The Prophet said, ""Whoever takes a piece of the land of others unjustly, he will sink down the seven earths on the Day of Resurrection."""
Sarah,30," Narrated Jabala:                     ""We were in Medina with some of the Iraqi people, and we were struck with famine and Ibn Az- Zubair used to give us dates. Ibn `Umar used to pass by and say, ""The Prophet forbade us to eat two dates at a time, unless one takes the permission of one's companions."""
Sarah,30," Narrated Abu Mas`ud:                     There was an Ansari man called Abu Shu'aib who had a slave butcher. Abu Shu'aib said to him, ""Prepare a meal sufficient for five persons so that I might invite the Prophet besides other four persons."" Abu Shu'aib had seen the signs of hunger on the face of the Prophet and so he invited him. Another man who was not invited, followed the Prophet. The Prophet said to Abu Shu'aib, ""This man has followed us. Do you allow him to share the meal?"" Abu Shu'aib said, ""Yes."""
Sarah,30," Narrated `Aisha:                     The Prophet said, ""The most hated person in the sight of Allah is the most quarrelsome person."""
Sarah,30," Narrated Um Salama:                     (the wife of the Prophet) Allah's Apostle heard some people quarreling at the door of his dwelling. He came out and said, ""I am only a human being, and opponents come to me (to settle their problems); maybe someone amongst you can present his case more eloquently than the other, whereby I may consider him true and give a verdict in his favor. So, If I give the right of a Muslim to another by mistake, then it is really a portion of (Hell) Fire, he has the option to take or give up (before the Day of Resurrection)."
Sarah,30," Narrated `Abdullah bin `Amr:                     The Prophet said, ""Whoever has (the following) four characters will be a hypocrite, and whoever has one of the following four characteristics will have one characteristic of hypocrisy until he gives it up. These are: (1 ) Whenever he talks, he tells a lie; (2) whenever he makes a promise, he breaks it; (3) whenever he makes a covenant he proves treacherous; (4) and whenever he quarrels, he behaves impudently in an evil insulting manner."" (See Hadith No. 33 Vol. 1)"
Sarah,30," Narrated Aisha:                     Hind bint `Utba (Abu Sufyan's wife) came and said, ""O Allah's Apostle! Abu Sufyan is a miser. Is there any harm if I spend something from his property for our children?"" He said, there is no harm for you if you feed them from it justly and reasonably (with no extravagance)."
Sarah,30," Narrated `Uqba bin 'Amir:                     We staid to the Prophet, ""You send us out and it happens that we have to stay with such people as do not entertain us. What do you think about it? He said to us, ""If you stay with some people and they entertain you as they should for a guest, accept their hospitality, but If they don't do, take the right of the guest from them."""
Sarah,30," Narrated `Umar:                     When Allah took away the soul of His Prophet at his death, the Ansar assembled In the shed of Bani Sa`ida. I said to Abu Bakr, ""Let us go."" So, we come to them (i.e. to Ansar) at the shed of Bani Sa`ida. (See Hadith No. 19, Vol. 5 for details)"
Sarah,30," Narrated Al-Araj:                     Abu Huraira said, ""Allah's Apostle said, 'No one should prevent his neighbor from fixing a wooden peg in his wall."" Abu Huraira said (to his companions), ""Why do I find you averse to it? By Allah, I certainly will narrate it to you."""
Sarah,30," Narrated Anas:                     I was the butler of the people in the house of Abu Talha, and in those days drinks were prepared from dates. Allah's Apostle ordered somebody to announce that alcoholic drinks had been prohibited. Abu Talha ordered me to go out and spill the wine. I went out and spilled it, and it flowed in the streets of Medina. Some people said, ""Some people were killed and wine was still in their stomachs."" On that the Divine revelation came:-- ""On those who believe And do good deeds There is no blame For what they ate (in the past)."" (5.93)"
Sarah,30," Narrated Abu Sa`id Al-Khudri:                     The Prophet said, ""Beware! Avoid sitting on he roads (ways)."" The people said, ""There is no way out of it as these are our sitting places where we have talks."" The Prophet said, ""If you must sit there, then observe the rights of the way."" They asked, ""What are the rights of the way?"" He said, ""They are the lowering of your gazes (on seeing what is illegal to look at), refraining from harming people, returning greetings, advocating good and forbidding evil."""
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""A man felt very thirsty while he was on the way, there he came across a well. He went down the well, quenched his thirst and came out. Meanwhile he saw a dog panting and licking mud because of excessive thirst. He said to himself, ""This dog is suffering from thirst as I did."" So, he went down the well again and filled his shoe with water and watered it. Allah thanked him for that deed and forgave him. The people said, ""O Allah's Apostle! Is there a reward for us in serving the animals?"" He replied: ""Yes, there is a reward for serving any animate (living being)."" (See Hadith No. 551)"
Sarah,30," Narrated Usama bin Zaid:                     Once the Prophet stood at the top of one of the castles (or higher buildings) of Medina and said, ""Do you see what I see? No doubt I am seeing the spots of afflictions amongst your houses as numerous as the spots where raindrops fall (during a heavy rain). (See Hadith No. 102)"
Sarah,30," Narrated `Abdullah bin `Abbas:                     I had been eager to ask `Umar about the two ladies from among the wives of the Prophet regarding whom Allah said (in the Qur'an saying): If you two (wives of the Prophet namely Aisha and Hafsa) turn in repentance to Allah your hearts are indeed so inclined (to oppose what the Prophet likes) (66.4), till performed the Hajj along with `Umar (and on our way back from Hajj) he went aside (to answer the call of nature) and I also went aside along with him carrying a tumbler of water. When he had answered the call of nature and returned. I poured water on his hands from the tumbler and he performed ablution. I said, ""O Chief of the believers! ' Who were the two ladies from among the wives of the Prophet to whom Allah said: 'If you two return in repentance (66.4)? He said, ""I am astonished at your question, O Ibn `Abbas. They were Aisha and Hafsa."" Then `Umar went on relating the narration and said. ""I and an Ansari neighbor of mine from Bani Umaiya bin Zaid who used to live in `Awali Al-Medina, used to visit the Prophet in turns. He used to go one day, and I another day. When I went I would bring him the news of what had happened that day regarding the instructions and orders and when he went, he used to do the same for me. We, the people of Quraish, used to have authority over women, but when we came to live with the Ansar, we noticed that the Ansari women had the upper hand over their men, so our women started acquiring the habits of the Ansari women. Once I shouted at my wife and she paid me back in my coin and I disliked that she should answer me back. She said, 'Why do you take it ill that I retort upon you? By Allah, the wives of the Prophet retort upon him, and some of them may not speak with him for the whole day till night.' What she said scared me and I said to her, 'Whoever amongst them does so, will be a great loser.' Then I dressed myself and went to Hafsa and asked her, 'Does any of you keep Allah's Apostle angry all the day long till night?' She replied in the affirmative. I said, 'She is a ruined losing person (and will never have success)! Doesn't she fear that Allah may get angry for the anger of Allah's Apostle and thus she will be ruined? Don't ask Allah's Apostle too many things, and don't retort upon him in any case, and don't desert him. Demand from me whatever you like, and don't be tempted to imitate your neighbor (i.e. `Aisha) in her behavior towards the Prophet), for she (i.e. Aisha) is more beautiful than you, and more beloved to Allah's Apostle. In those days it was rumored that Ghassan, (a tribe living in Sham) was getting prepared their horses to invade us. My companion went (to the Prophet on the day of his turn, went and returned to us at night and knocked at my door violently, asking whether I was sleeping. I was scared (by the hard knocking) and came out to him. He said that a great thing had happened. I asked him: What is it? Have Ghassan come? He replied that it was worse and more serious than that, and added that Allah's Apostle had divorced all his wives. I said, Hafsa is a ruined loser! I expected that would happen some day.' So I dressed myself and offered the Fajr prayer with the Prophet. Then the Prophet entered an upper room and stayed there alone. I went to Hafsa and found her weeping. I asked her, 'Why are you weeping? Didn't I warn you? Have Allah's Apostle divorced you all?' She replied, 'I don't know. He is there in the upper room.' I then went out and came to the pulpit and found a group of people around it and some of them were weeping. Then I sat with them for some time, but could not endure the situation. So I went to the upper room where the Prophet was and requested to a black slave of his: ""Will you get the permission of (Allah's Apostle) for `Umar (to enter)? The slave went in, talked to the Prophet about it and came out saying, 'I mentioned you to him but he did not reply.' So, I went and sat with the people who were sitting by the pulpit, but I could not bear the situation, so I went to the slave again and said: ""Will you get he permission for `Umar? He went in and brought the same reply as before. When I was leaving, behold, the slave called me saying, ""Allah's Apostle has granted you permission."" So, I entered upon the Prophet and saw him lying on a mat without wedding on it, and the mat had left its mark on the body of the Prophet, and he was leaning on a leather pillow stuffed with palm fires. I greeted him and while still standing, I said: ""Have you divorced your wives?' He raised his eyes to me and replied in the negative. And then while still standing, I said chatting: ""Will you heed what I say, 'O Allah's Apostle! We, the people of Quraish used to have the upper hand over our women (wives), and when we came to the people whose women had the upper hand over them..."" `Umar told the whole story (about his wife). ""On that the Prophet smiled."" `Umar further said, ""I then said, 'I went to Hafsa and said to her: Do not be tempted to imitate your companion (`Aisha) for she is more beautiful than you and more beloved to the Prophet.' The Prophet smiled again. When I saw him smiling, I sat down and cast a glance at the room, and by Allah, I couldn't see anything of importance but three hides. I said (to Allah's Apostle) ""Invoke Allah to make your followers prosperous for the Persians and the Byzantines have been made prosperous and given worldly luxuries, though they do not worship Allah?' The Prophet was leaning then (and on hearing my speech he sat straight) and said, 'O Ibn Al-Khattab! Do you have any doubt (that the Hereafter is better than this world)? These people have been given rewards of their good deeds in this world only.' I asked the Prophet . 'Please ask Allah's forgiveness for me. The Prophet did not go to his wives because of the secret which Hafsa had disclosed to `Aisha, and he said that he would not go to his wives for one month as he was angry with them when Allah admonished him (for his oath that he would not approach Maria). When twenty-nine days had passed, the Prophet went to Aisha first of all. She said to him, 'You took an oath that you would not come to us for one month, and today only twenty-nine days have passed, as I have been counting them day by day.' The Prophet said, 'The month is also of twenty-nine days.' That month consisted of twenty-nine days. `Aisha said, 'When the Divine revelation of Choice was revealed, the Prophet started with me, saying to me, 'I am telling you something, but you need not hurry to give the reply till you can consult your parents."" `Aisha knew that her parents would not advise her to part with the Prophet . The Prophet said that Allah had said: 'O Prophet! Say To your wives; If you desire The life of this world And its glitter, ... then come! I will make a provision for you and set you free In a handsome manner. But if you seek Allah And His Apostle, and The Home of the Hereafter, then Verily, Allah has prepared For the good-doers amongst you A great reward.' (33.28) `Aisha said, 'Am I to consult my parents about this? I indeed prefer Allah, His Apostle, and the Home of the Hereafter.' After that the Prophet gave the choice to his other wives and they also gave the same reply as `Aisha did."""
Sarah,30," Narrated Anas:                     Allah's Apostle took an oath that he would not go to his wives for one month as his foot had been sprained. He stayed in an upper room when `Umar went to him and said, ""Have you divorced your wives?"" He said, ""No, but I have taken an oath that I would not go to them for one month."" The Prophet stayed there for twenty-nine days, and then came down and went to his wives."
Sarah,30," Narrated Jabir:                     The Prophet entered the Mosque, and I too went there after tying the camel at the pavement of the Mosque. I said (to the Prophet ), ""This is your camel."" He came out and started examining the camel and said, ""Both the camel and its price are for you."""
Sarah,30, Narrated Hudhaifa:                     I saw Allah's Apostle coming (or the Prophet came) to the dumps of some people and urinated there while standing .
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""While a man was on the way, he found a thorny branch of a tree there on the way and removed it. Allah thanked him for that deed and forgave him."""
Sarah,30, Narrated Abu Huraira:                     The Prophet judged that seven cubits should be left as a public way when there was a dispute about the land.
Sarah,30," Narrated `Abdullah bin Yazid Al-Ansari:                     The Prophet forbade robbery (taking away what belongs to others without their permission), and also forbade mutilation (or maiming) of bodies."
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""When an adulterer commits illegal sexual intercourse, then he is not a believer at the time, he is doing it, and when a drinker of an alcoholic liquor drinks it, then he is not a believer at the time of drinking it, and when a thief steals, then he is not a believer at the time of stealing, and when a robber robs, and the people look at him, then he is not a believer at the time of doing robbery."
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""The Hour will not be established until the son of Mary (i.e. Jesus) descends amongst you as a just ruler, he will break the cross, kill the pigs, and abolish the Jizya tax. Money will be in abundance so that nobody will accept it (as charitable gifts)."
Sarah,30," Narrated Salama bin Al-Akwa`:                     On the day of Khaibar the Prophet saw fires being lighted. He asked, ""Why are these fires being lighted?"" The people replied that they were cooking the meat of donkeys. He said, ""Break the pots and throw away their contents."" The people said, ""Shall we throw away their contents and wash the pots (rather than break them)?"" He said, ""Wash them."""
Sarah,30," Narrated `Abdullah bin Mas`ud:                     The Prophet entered Mecca and (at that time) there were three hundred-and-sixty idols around the Ka`ba. He started stabbing the idols with a stick he had in his hand and reciting: ""Truth (Islam) has come and Falsehood (disbelief) has vanished."""
Sarah,30, Narrated Al-Qasim:                     Aisha said that she hung a curtain decorated with pictures (of animals) on a cupboard. The Prophet tore that curtain and she turned it into two cushions which remained in the house for the Prophet to sit on.
Sarah,30," Narrated `Abdullah bin `Amr bin Al-`As:                     I heard the Prophet saying, ""Whoever is killed while protecting his property then he is a martyr."""
Sarah,30," Narrated Anas:                     While the Prophet was with one of his wives, one of the mothers of the believers (i.e. one of his wives) sent a wooden bowl containing food with a servant. The wife (in whose house he was sitting) stroke the bowl with her hand and broke it. The Prophet collected the shattered pieces and put the food back in it and said, ""Eat."" He kept the servant and the bowl till he had eaten the food. Then the Prophet gave another unbroken. bowl to the servant and kept the broken one."
Sarah,30," Narrated Abu Huraira:                     Allah's Apostle said, ""There was an Israeli man called Juraij, while he was praying, his mother came and called him, but he did not respond to her call. He said (to himself) whether he should continue the prayer or reply to his mother. She came to him the second time and called him and said, ""O Allah! Do not let him die until he sees the faces of prostitutes."" Juraij used to live in a hermitage. A woman said that she would entice Juraij, so she went to him and presented herself (for an evil act) but he refused. She then went to a shepherd and allowed him to commit an illegal sexual intercourse with her and later she gave birth to a boy. She alleged that the baby was from Juraij. The people went to Juraij and broke down his hermitage, pulled him out of it and abused him. He performed ablution and offered the prayer, then he went to the male (baby) and asked him; ""O boy! Who is your father?"" The baby replied that his father was the shepherd. The people said that they would build for him a hermitage of gold but Juraij asked them to make it of mud only."""
Sarah,30," Narrated Jabir bin `Abdullah:                     ""Allah's Apostle sent an army towards the east coast and appointed Abu 'Ubaida bin Al-Jarrah as their chief, and the army consisted of three-hundred men including myself. We marched on till we reached a place where our food was about to finish. Abu- 'Ubaida ordered us to collect all the journey food and it was collected. My (our) journey food was dates. Abu 'Ubaida kept on giving us our daily ration in small amounts from it, till it was exhausted. The share of everyone of us used to be one date only."" I said, ""How could one date benefit you?"" Jabir replied, ""We came to know its value when even that too finished."" Jabir added, ""When we reached the sea-shore, we saw a huge fish which was like a small mountain. The army ate from it for eighteen days. Then Abu 'Ubaida ordered that two of its ribs be fixed and they were fixed in the ground. Then he ordered that a she-camel be ridden and it passed under the two ribs (forming an arch) without touching them."""
Sarah,30," Narrated Salama:                     Once the journey food diminished and the people were reduced to poverty. They went to the Prophet and asked his permission to slaughter their camels, and he agreed. `Umar met them and they told him about it, and he said, ""How would you survive after slaughtering your camels?"" Then he went to the Prophet and said, ""O Allah's Apostle! How would they survive after slaughtering their camels?"" Allah's Apostle ordered `Umar, ""Call upon the people to bring what has remained of their food."" A leather sheet was spread and al I the journey food was collected and heaped over it. Allah's Apostle stood up and invoked Allah to bless it, and then directed all the people to come with their utensils, and they started taking from it till all of them got what was sufficient for them. Allah's Apostle then said, ""I testify that None has the right to be worshipped but Allah, and I am His Apostle. """
Sarah,30," Narrated Rafi` bin Khadij:                     We used to offer the `Asr prayer with the Prophet and slaughter a camel, the meat of which would be divided in ten parts. We would eat the cooked meat before sunset."
Sarah,30," Narrated Abu Musa:                     The Prophet said, ""When the people of Ash`ari tribe ran short of food during the holy battles, or the food of their families in Medina ran short, they would collect all their remaining food in one sheet and then distribute it among themselves equally by measuring it with a bowl. So, these people are from me, and I am from them."""
Sarah,30, Narrated Anas:                     that Abu Bakr As-Siddiq wrote to him the law of Zakat which was made obligatory by Allah's Apostle. He wrote: 'Partners possessing joint property (sheep) have to pay its Zakat equally.
Sarah,30," Narrated 'Abaya bin Rafa'a bin Raft' bin Khadij:                     My grandfather said, ""We were in the company of the Prophet at Dhul-Hulaifa. The people felt hungry and captured some camels and sheep (as booty). The Prophet was behind the people. They hurried and slaughtered the animals and put their meat in pots and started cooking it. (When the Prophet came) he ordered the pots to be upset and then he distributed the animals (of the booty), regarding ten sheep as equal to one camel. One of the camels fled and the people ran after it till they were exhausted. At that time there were few horses. A man threw an arrow at the camel, and Allah stopped the camel with it. The Prophet said, ""Some of these animals are like wild animals, so if you lose control over one of these animals, treat it in this way (i.e. shoot it with an arrow)."" Before distributing them among the soldiers my grandfather said, ""We may meet the enemies in the future and have no knives; can we slaughter the animals with reeds?"" The Prophet said, ""Use whatever causes blood to flow, and eat the animals if the name of Allah has been mentioned on slaughtering them. Do not slaughter with teeth or fingernails and I will tell you why: It is because teeth are bones (i.e. cannot cut properly) and fingernails are the tools used by the Ethiopians (whom we should not imitate for they are infidels)."
Sarah,30, Narrated Ibn `Umar:                     The Prophet decreed that one should not eat two dates together at a time unless he gets the permission from his companions (sharing the meal with him).
